season,game_id,game_date,session,game_period,home_team,away_team,home_score,away_score,home_shots,away_shots,home_corsi,away_corsi,home_corsi_5v5,away_corsi_5v5,home_goals,away_goals,home_game_num,away_game_num,home_points_entering,away_points_entering,home_points_possible,away_points_possible,home_points_percent,away_points_percent
20162017,2016020471,2016-12-18,R,3  ,WPG,COL,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,26,27,47,43,43,30,4,1,34                                                                                                                                                                                                                                                             ,30                                                                                                                                                                                                                                                             ,31,23,66,58,47%,40%
20162017,2016020472,2016-12-18,R,4  ,VAN,CBJ,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,14,21,47,41,37,35,3,4,32                                                                                                                                                                                                                                                             ,29                                                                                                                                                                                                                                                             ,28,42,62,56,45%,75%
20162017,2016020473,2016-12-18,R,3  ,NYI,OTT,2                                                                                                                                                                                                                                                              ,6                                                                                                                                                                                                                                                              ,29,28,70,56,55,48,2,6,31                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,28,37,60,62,47%,60%
20162017,2016020474,2016-12-18,R,3  ,CHI,S.J,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,22,33,49,57,42,53,4,1,34                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,46,39,66,62,70%,63%
20162017,2016020475,2016-12-18,R,5  ,NYR,N.J,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,26,31,62,68,43,46,2,2,34                                                                                                                                                                                                                                                             ,31                                                                                                                                                                                                                                                             ,45,30,66,60,68%,50%
20162017,2016020476,2016-12-19,R,5  ,PHI,NSH,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,33,31,63,66,44,51,1,1,34                                                                                                                                                                                                                                                             ,31                                                                                                                                                                                                                                                             ,41,31,66,60,62%,52%
20162017,2016020477,2017-03-27,R,4  ,CAR,DET,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,39,23,75,50,50,38,3,4,74                                                                                                                                                                                                                                                             ,75                                                                                                                                                                                                                                                             ,79,72,146,148,54%,49%
20162017,2016020478,2016-12-19,R,3  ,TOR,ANA,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,33,25,60,54,33,40,2,3,31                                                                                                                                                                                                                                                             ,33                                                                                                                                                                                                                                                             ,31,37,60,64,52%,58%
20162017,2016020479,2016-12-19,R,4  ,STL,EDM,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,25,32,49,57,43,47,2,3,33                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,38,37,64,66,59%,56%
20162017,2016020480,2016-12-19,R,3  ,ARI,CGY,2                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,25,24,55,64,35,47,2,4,32                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,27,34,62,66,44%,52%
20162017,2016020481,2016-12-20,R,3  ,BOS,NYI,2                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,48,25,95,44,76,31,2,4,34                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,37,28,66,62,56%,45%
20162017,2016020482,2016-12-20,R,3  ,N.J,NSH,1                                                                                                                                                                                                                                                              ,5                                                                                                                                                                                                                                                              ,27,27,43,44,38,41,1,5,32                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,31,33,62,62,50%,53%
20162017,2016020483,2016-12-20,R,3  ,PIT,NYR,7                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,40,26,71,46,57,33,7,2,33                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,45,47,64,68,70%,69%
20162017,2016020484,2016-12-20,R,5  ,CBJ,L.A,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,26,46,59,75,43,62,2,2,30                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,44,34,58,62,76%,55%
20162017,2016020485,2016-12-20,R,3  ,MTL,ANA,5                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,29,12,58,19,45,15,5,1,32                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,44,39,62,66,71%,59%
20162017,2016020486,2016-12-20,R,3  ,T.B,DET,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,27,26,53,48,34,36,4,1,33                                                                                                                                                                                                                                                             ,33                                                                                                                                                                                                                                                             ,33,32,64,64,52%,50%
20162017,2016020487,2016-12-20,R,5  ,FLA,BUF,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,36,35,64,57,43,45,3,3,33                                                                                                                                                                                                                                                             ,31                                                                                                                                                                                                                                                             ,33,31,64,60,52%,52%
20162017,2016020488,2016-12-20,R,3  ,MIN,COL,2                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,31,18,57,35,44,27,2,0,31                                                                                                                                                                                                                                                             ,31                                                                                                                                                                                                                                                             ,40,23,60,60,67%,38%
20162017,2016020489,2016-12-20,R,3  ,CHI,OTT,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,23,26,53,49,36,35,3,4,35                                                                                                                                                                                                                                                             ,33                                                                                                                                                                                                                                                             ,48,39,68,64,71%,61%
20162017,2016020490,2016-12-20,R,4  ,DAL,STL,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,36,19,73,49,63,44,2,3,34                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,32,39,66,66,48%,59%
20162017,2016020491,2016-12-20,R,3  ,VAN,WPG,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,20,31,40,48,32,36,4,1,33                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,29,33,64,68,45%,49%
20162017,2016020492,2016-12-20,R,3  ,S.J,CGY,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,30,20,64,51,51,45,4,1,33                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,39,36,64,68,61%,53%
20162017,2016020493,2016-12-21,R,5  ,PHI,WSH,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,37,39,68,71,51,57,2,2,35                                                                                                                                                                                                                                                             ,31                                                                                                                                                                                                                                                             ,42,41,68,60,62%,68%
20162017,2016020494,2016-12-21,R,3  ,ARI,EDM,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,34,18,78,41,46,36,2,3,33                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,27,39,64,68,42%,57%
20162017,2016020495,2016-12-22,R,3  ,BUF,CAR,1                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,22,31,39,49,34,37,1,3,32                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,32,33,62,62,52%,53%
20162017,2016020496,2016-12-22,R,3  ,N.J,PHI,4                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,18,16,32,35,25,28,4,0,33                                                                                                                                                                                                                                                             ,36                                                                                                                                                                                                                                                             ,31,44,64,70,48%,63%
20162017,2016020497,2016-12-22,R,3  ,CBJ,PIT,7                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,21,25,53,49,39,34,7,1,31                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,46,47,60,66,77%,71%
20162017,2016020498,2016-12-22,R,3  ,MTL,MIN,2                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,32,23,71,47,54,36,2,4,33                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,46,42,64,62,72%,68%
20162017,2016020499,2016-12-22,R,4  ,OTT,ANA,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,16,24,37,55,27,43,2,1,34                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,41,39,66,68,62%,57%
20162017,2016020500,2016-12-22,R,3  ,T.B,STL,5                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,27,21,50,42,44,41,5,2,34                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,35,41,66,68,53%,60%
20162017,2016020501,2016-12-22,R,3  ,FLA,BOS,1                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,29,30,56,58,42,46,1,3,34                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,35,37,66,68,53%,54%
20162017,2016020502,2016-12-22,R,3  ,NSH,L.A,0                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,28,22,55,57,42,50,0,4,33                                                                                                                                                                                                                                                             ,33                                                                                                                                                                                                                                                             ,35,35,64,64,55%,55%
20162017,2016020503,2016-12-22,R,3  ,COL,TOR,0                                                                                                                                                                                                                                                              ,6                                                                                                                                                                                                                                                              ,38,25,65,56,46,40,0,6,32                                                                                                                                                                                                                                                             ,32                                                                                                                                                                                                                                                             ,23,31,62,62,37%,50%
20162017,2016020504,2016-12-22,R,3  ,VAN,WPG,1                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,22,21,37,47,29,38,1,4,34                                                                                                                                                                                                                                                             ,36                                                                                                                                                                                                                                                             ,31,33,66,70,47%,47%
20162017,2016020505,2016-12-23,R,3  ,NYI,BUF,5                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,27,28,63,58,51,49,5,1,33                                                                                                                                                                                                                                                             ,33                                                                                                                                                                                                                                                             ,30,32,64,64,47%,50%
20162017,2016020506,2016-12-23,R,3  ,NYR,MIN,4                                                                                                                                                                                                                                                              ,7                                                                                                                                                                                                                                                              ,31,14,73,43,62,39,4,7,36                                                                                                                                                                                                                                                             ,33                                                                                                                                                                                                                                                             ,47,44,70,64,67%,69%
20162017,2016020507,2016-12-23,R,3  ,PIT,N.J,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,35,23,73,43,61,37,4,1,35                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,47,33,68,66,69%,50%
20162017,2016020508,2016-12-23,R,3  ,WSH,T.B,4                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,23,23,52,53,44,50,4,0,32                                                                                                                                                                                                                                                             ,35                                                                                                                                                                                                                                                             ,42,37,62,68,68%,54%
20162017,2016020509,2016-12-23,R,3  ,CBJ,MTL,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,22,36,41,67,29,56,2,1,32                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,48,46,62,66,77%,70%
20162017,2016020510,2016-12-23,R,5  ,FLA,DET,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,32,37,65,59,34,42,3,3,35                                                                                                                                                                                                                                                             ,34                                                                                                                                                                                                                                                             ,35,32,68,66,51%,48%
20162017,2016020511,2016-12-23,R,4  ,CAR,BOS,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,20,31,49,64,29,34,3,2,33                                                                                                                                                                                                                                                             ,36                                                                                                                                                                                                                                                             ,35,39,64,70,55%,56%
